# Logfile created on 2019-04-02 18:19:56 +0300 by logger.rb/66358
I, [2019-04-02T18:19:56.071445 #37836]  INFO -- : (0.001680s) PRAGMA foreign_keys = 1
I, [2019-04-02T18:27:38.917452 #38284]  INFO -- : (0.002476s) UPDATE `tasks` SET `title` = 'In which gems of two, does the word ''closed'' occur more frequently in the ''variables''?', `answer` = NULL, `our` = 'aws-sdk-swf', `left` = 'aws-sdk-swf', `right` = 'easy_captcha', `timestamp` = '2019-04-02 18:27:38.844678', `session_id` = 607 WHERE (`id` = 96)
I, [2019-04-02T18:27:38.917797 #38284]  INFO -- : (0.000191s) SELECT * FROM `tasks` WHERE (`id` = 96) LIMIT 1
I, [2019-04-02T18:27:39.192498 #38284]  INFO -- : (0.001428s) UPDATE `tasks` SET `title` = 'In which gems of two, does the word ''closed'' occur more frequently in the ''variables''?', `answer` = 'aws-sdk-swf', `our` = 'aws-sdk-swf', `left` = 'aws-sdk-swf', `right` = 'easy_captcha', `timestamp` = '2019-04-02 18:27:38.844678', `session_id` = 607 WHERE (`id` = 96)
I, [2019-04-02T18:27:39.192919 #38284]  INFO -- : (0.000231s) SELECT * FROM `tasks` WHERE (`id` = 96) LIMIT 1
I, [2019-04-02T18:27:41.377887 #38284]  INFO -- : (0.000894s) INSERT INTO `tasks` (`id`, `title`, `answer`, `our`, `left`, `right`, `timestamp`, `session_id`) VALUES (NULL, 'In which gems of two, does the word ''watir'' occur more frequently in the ''variables''?', NULL, NULL, 'puffing-billy', 'ox', '2019-04-02 18:27:41.365118', 607)
I, [2019-04-02T18:27:41.438630 #38284]  INFO -- : (0.002310s) UPDATE `tasks` SET `title` = 'In which gems of two, does the word ''watir'' occur more frequently in the ''variables''?', `answer` = NULL, `our` = 'puffing-billy', `left` = 'puffing-billy', `right` = 'ox', `timestamp` = '2019-04-02 18:27:41.365118', `session_id` = 607 WHERE (`id` = 97)
I, [2019-04-02T18:27:41.438942 #38284]  INFO -- : (0.000175s) SELECT * FROM `tasks` WHERE (`id` = 97) LIMIT 1
I, [2019-04-02T18:27:41.718631 #38284]  INFO -- : (0.006399s) UPDATE `tasks` SET `title` = 'In which gems of two, does the word ''watir'' occur more frequently in the ''variables''?', `answer` = 'puffing-billy', `our` = 'puffing-billy', `left` = 'puffing-billy', `right` = 'ox', `timestamp` = '2019-04-02 18:27:41.365118', `session_id` = 607 WHERE (`id` = 97)
I, [2019-04-02T18:27:41.719043 #38284]  INFO -- : (0.000224s) SELECT * FROM `tasks` WHERE (`id` = 97) LIMIT 1
I, [2019-04-02T18:27:43.910324 #38284]  INFO -- : (0.006241s) INSERT INTO `tasks` (`id`, `title`, `answer`, `our`, `left`, `right`, `timestamp`, `session_id`) VALUES (NULL, 'In which gems of two, does the word ''type2'' occur more frequently in the ''variables''?', NULL, NULL, 'rubyntlm', 'remix', '2019-04-02 18:27:43.895538', 607)
I, [2019-04-02T18:27:43.966643 #38284]  INFO -- : (0.002643s) UPDATE `tasks` SET `title` = 'In which gems of two, does the word ''type2'' occur more frequently in the ''variables''?', `answer` = NULL, `our` = 'rubyntlm', `left` = 'rubyntlm', `right` = 'remix', `timestamp` = '2019-04-02 18:27:43.895538', `session_id` = 607 WHERE (`id` = 98)
I, [2019-04-02T18:27:43.966946 #38284]  INFO -- : (0.000174s) SELECT * FROM `tasks` WHERE (`id` = 98) LIMIT 1
I, [2019-04-02T18:27:44.249353 #38284]  INFO -- : (0.001020s) UPDATE `tasks` SET `title` = 'In which gems of two, does the word ''type2'' occur more frequently in the ''variables''?', `answer` = 'rubyntlm', `our` = 'rubyntlm', `left` = 'rubyntlm', `right` = 'remix', `timestamp` = '2019-04-02 18:27:43.895538', `session_id` = 607 WHERE (`id` = 98)
I, [2019-04-02T18:27:44.249682 #38284]  INFO -- : (0.000179s) SELECT * FROM `tasks` WHERE (`id` = 98) LIMIT 1
I, [2019-04-02T18:27:46.429336 #38284]  INFO -- : (0.000804s) INSERT INTO `tasks` (`id`, `title`, `answer`, `our`, `left`, `right`, `timestamp`, `session_id`) VALUES (NULL, 'In which gems of two, does the word ''railtie'' occur more frequently in the ''variables''?', NULL, NULL, 'lazy_high_charts', 'omniauth-jwt', '2019-04-02 18:27:46.420766', 607)
I, [2019-04-02T18:27:46.481728 #38284]  INFO -- : (0.002366s) UPDATE `tasks` SET `title` = 'In which gems of two, does the word ''railtie'' occur more frequently in the ''variables''?', `answer` = NULL, `our` = 'lazy_high_charts', `left` = 'lazy_high_charts', `right` = 'omniauth-jwt', `timestamp` = '2019-04-02 18:27:46.420766', `session_id` = 607 WHERE (`id` = 99)
I, [2019-04-02T18:27:46.482044 #38284]  INFO -- : (0.000178s) SELECT * FROM `tasks` WHERE (`id` = 99) LIMIT 1
I, [2019-04-02T18:27:46.767307 #38284]  INFO -- : (0.007136s) UPDATE `tasks` SET `title` = 'In which gems of two, does the word ''railtie'' occur more frequently in the ''variables''?', `answer` = 'lazy_high_charts', `our` = 'lazy_high_charts', `left` = 'lazy_high_charts', `right` = 'omniauth-jwt', `timestamp` = '2019-04-02 18:27:46.420766', `session_id` = 607 WHERE (`id` = 99)
I, [2019-04-02T18:27:46.767980 #38284]  INFO -- : (0.000334s) SELECT * FROM `tasks` WHERE (`id` = 99) LIMIT 1
I, [2019-04-02T18:27:48.950006 #38284]  INFO -- : (0.006882s) INSERT INTO `tasks` (`id`, `title`, `answer`, `our`, `left`, `right`, `timestamp`, `session_id`) VALUES (NULL, 'In which gems of two, does the word ''tag'' occur more frequently in the ''variables''?', NULL, NULL, 'right_api_client', 'cucumber_analytics', '2019-04-02 18:27:48.932032', 607)
I, [2019-04-02T18:27:49.012631 #38284]  INFO -- : (0.002438s) UPDATE `tasks` SET `title` = 'In which gems of two, does the word ''tag'' occur more frequently in the ''variables''?', `answer` = NULL, `our` = 'right_api_client', `left` = 'right_api_client', `right` = 'cucumber_analytics', `timestamp` = '2019-04-02 18:27:48.932032', `session_id` = 607 WHERE (`id` = 100)
I, [2019-04-02T18:27:49.012926 #38284]  INFO -- : (0.000168s) SELECT * FROM `tasks` WHERE (`id` = 100) LIMIT 1
I, [2019-04-02T18:27:49.298237 #38284]  INFO -- : (0.006885s) UPDATE `tasks` SET `title` = 'In which gems of two, does the word ''tag'' occur more frequently in the ''variables''?', `answer` = 'right_api_client', `our` = 'right_api_client', `left` = 'right_api_client', `right` = 'cucumber_analytics', `timestamp` = '2019-04-02 18:27:48.932032', `session_id` = 607 WHERE (`id` = 100)
I, [2019-04-02T18:27:49.298689 #38284]  INFO -- : (0.000255s) SELECT * FROM `tasks` WHERE (`id` = 100) LIMIT 1
I, [2019-04-02T18:27:51.487888 #38284]  INFO -- : (0.006961s) INSERT INTO `tasks` (`id`, `title`, `answer`, `our`, `left`, `right`, `timestamp`, `session_id`) VALUES (NULL, 'In which gems of two, does the word ''middleware'' occur more frequently in the ''variables''?', NULL, NULL, 'resque-pause', 'rack_session_access', '2019-04-02 18:27:51.473122', 607)
I, [2019-04-02T18:27:51.546607 #38284]  INFO -- : (0.002309s) UPDATE `tasks` SET `title` = 'In which gems of two, does the word ''middleware'' occur more frequently in the ''variables''?', `answer` = NULL, `our` = 'resque-pause', `left` = 'resque-pause', `right` = 'rack_session_access', `timestamp` = '2019-04-02 18:27:51.473122', `session_id` = 607 WHERE (`id` = 101)
I, [2019-04-02T18:27:51.546912 #38284]  INFO -- : (0.000176s) SELECT * FROM `tasks` WHERE (`id` = 101) LIMIT 1
I, [2019-04-02T18:27:51.827378 #38284]  INFO -- : (0.005826s) UPDATE `tasks` SET `title` = 'In which gems of two, does the word ''middleware'' occur more frequently in the ''variables''?', `answer` = 'resque-pause', `our` = 'resque-pause', `left` = 'resque-pause', `right` = 'rack_session_access', `timestamp` = '2019-04-02 18:27:51.473122', `session_id` = 607 WHERE (`id` = 101)
I, [2019-04-02T18:27:51.827926 #38284]  INFO -- : (0.000231s) SELECT * FROM `tasks` WHERE (`id` = 101) LIMIT 1
I, [2019-04-02T18:27:54.021820 #38284]  INFO -- : (0.006246s) INSERT INTO `tasks` (`id`, `title`, `answer`, `our`, `left`, `right`, `timestamp`, `session_id`) VALUES (NULL, 'In which gems of two, does the word ''driver'' occur more frequently in the ''variables''?', NULL, NULL, 'chef-provisioning-ssh', 'capybara-puma', '2019-04-02 18:27:54.000711', 607)
I, [2019-04-02T18:27:54.086332 #38284]  INFO -- : (0.002505s) UPDATE `tasks` SET `title` = 'In which gems of two, does the word ''driver'' occur more frequently in the ''variables''?', `answer` = NULL, `our` = 'chef-provisioning-ssh', `left` = 'chef-provisioning-ssh', `right` = 'capybara-puma', `timestamp` = '2019-04-02 18:27:54.000711', `session_id` = 607 WHERE (`id` = 102)
I, [2019-04-02T18:27:54.086680 #38284]  INFO -- : (0.000196s) SELECT * FROM `tasks` WHERE (`id` = 102) LIMIT 1
I, [2019-04-02T18:27:54.369531 #38284]  INFO -- : (0.006837s) UPDATE `tasks` SET `title` = 'In which gems of two, does the word ''driver'' occur more frequently in the ''variables''?', `answer` = 'chef-provisioning-ssh', `our` = 'chef-provisioning-ssh', `left` = 'chef-provisioning-ssh', `right` = 'capybara-puma', `timestamp` = '2019-04-02 18:27:54.000711', `session_id` = 607 WHERE (`id` = 102)
I, [2019-04-02T18:27:54.370134 #38284]  INFO -- : (0.000321s) SELECT * FROM `tasks` WHERE (`id` = 102) LIMIT 1
I, [2019-04-02T18:27:56.553387 #38284]  INFO -- : (0.007154s) INSERT INTO `tasks` (`id`, `title`, `answer`, `our`, `left`, `right`, `timestamp`, `session_id`) VALUES (NULL, 'In which gems of two, does the word ''record'' occur more frequently in the ''variables''?', NULL, NULL, 'azure_mgmt_sql', 'state_machines-audit_trail', '2019-04-02 18:27:56.538624', 607)
I, [2019-04-02T18:27:56.610249 #38284]  INFO -- : (0.002376s) UPDATE `tasks` SET `title` = 'In which gems of two, does the word ''record'' occur more frequently in the ''variables''?', `answer` = NULL, `our` = 'azure_mgmt_sql', `left` = 'azure_mgmt_sql', `right` = 'state_machines-audit_trail', `timestamp` = '2019-04-02 18:27:56.538624', `session_id` = 607 WHERE (`id` = 103)
I, [2019-04-02T18:27:56.610556 #38284]  INFO -- : (0.000177s) SELECT * FROM `tasks` WHERE (`id` = 103) LIMIT 1
I, [2019-04-02T18:27:56.891011 #38284]  INFO -- : (0.007243s) UPDATE `tasks` SET `title` = 'In which gems of two, does the word ''record'' occur more frequently in the ''variables''?', `answer` = 'azure_mgmt_sql', `our` = 'azure_mgmt_sql', `left` = 'azure_mgmt_sql', `right` = 'state_machines-audit_trail', `timestamp` = '2019-04-02 18:27:56.538624', `session_id` = 607 WHERE (`id` = 103)
I, [2019-04-02T18:27:56.891691 #38284]  INFO -- : (0.000335s) SELECT * FROM `tasks` WHERE (`id` = 103) LIMIT 1
I, [2019-04-02T18:27:59.081528 #38284]  INFO -- : (0.006472s) INSERT INTO `tasks` (`id`, `title`, `answer`, `our`, `left`, `right`, `timestamp`, `session_id`) VALUES (NULL, 'In which gems of two, does the word ''request'' occur more frequently in the ''variables''?', NULL, NULL, 'yarjuf', 'puffing-billy', '2019-04-02 18:27:59.064588', 607)
I, [2019-04-02T18:27:59.152008 #38284]  INFO -- : (0.002683s) UPDATE `tasks` SET `title` = 'In which gems of two, does the word ''request'' occur more frequently in the ''variables''?', `answer` = NULL, `our` = 'yarjuf', `left` = 'yarjuf', `right` = 'puffing-billy', `timestamp` = '2019-04-02 18:27:59.064588', `session_id` = 607 WHERE (`id` = 104)
I, [2019-04-02T18:27:59.152448 #38284]  INFO -- : (0.000227s) SELECT * FROM `tasks` WHERE (`id` = 104) LIMIT 1
I, [2019-04-02T18:27:59.435786 #38284]  INFO -- : (0.006270s) UPDATE `tasks` SET `title` = 'In which gems of two, does the word ''request'' occur more frequently in the ''variables''?', `answer` = 'yarjuf', `our` = 'yarjuf', `left` = 'yarjuf', `right` = 'puffing-billy', `timestamp` = '2019-04-02 18:27:59.064588', `session_id` = 607 WHERE (`id` = 104)
I, [2019-04-02T18:27:59.436259 #38284]  INFO -- : (0.000238s) SELECT * FROM `tasks` WHERE (`id` = 104) LIMIT 1
I, [2019-04-02T18:28:01.618955 #38284]  INFO -- : (0.006216s) INSERT INTO `tasks` (`id`, `title`, `answer`, `our`, `left`, `right`, `timestamp`, `session_id`) VALUES (NULL, 'In which gems of two, does the word ''test'' occur more frequently in the ''variables''?', NULL, NULL, 'kapnismology', 'assert', '2019-04-02 18:28:01.604723', 607)
I, [2019-04-02T18:28:01.682411 #38284]  INFO -- : (0.001132s) UPDATE `tasks` SET `title` = 'In which gems of two, does the word ''test'' occur more frequently in the ''variables''?', `answer` = NULL, `our` = 'kapnismology', `left` = 'kapnismology', `right` = 'assert', `timestamp` = '2019-04-02 18:28:01.604723', `session_id` = 607 WHERE (`id` = 105)
I, [2019-04-02T18:28:01.682898 #38284]  INFO -- : (0.000241s) SELECT * FROM `tasks` WHERE (`id` = 105) LIMIT 1
I, [2019-04-02T18:28:01.949235 #38284]  INFO -- : (0.002474s) UPDATE `tasks` SET `title` = 'In which gems of two, does the word ''test'' occur more frequently in the ''variables''?', `answer` = 'kapnismology', `our` = 'kapnismology', `left` = 'kapnismology', `right` = 'assert', `timestamp` = '2019-04-02 18:28:01.604723', `session_id` = 607 WHERE (`id` = 105)
I, [2019-04-02T18:28:01.949563 #38284]  INFO -- : (0.000173s) SELECT * FROM `tasks` WHERE (`id` = 105) LIMIT 1
I, [2019-04-02T18:28:04.134845 #38284]  INFO -- : (0.007506s) INSERT INTO `tasks` (`id`, `title`, `answer`, `our`, `left`, `right`, `timestamp`, `session_id`) VALUES (NULL, 'In which gems of two, does the word ''convert'' occur more frequently in the ''variables''?', NULL, NULL, 'gli', 'greensock-rails', '2019-04-02 18:28:04.115929', 607)
I, [2019-04-02T18:28:04.196796 #38284]  INFO -- : (0.002601s) UPDATE `tasks` SET `title` = 'In which gems of two, does the word ''convert'' occur more frequently in the ''variables''?', `answer` = NULL, `our` = 'gli', `left` = 'gli', `right` = 'greensock-rails', `timestamp` = '2019-04-02 18:28:04.115929', `session_id` = 607 WHERE (`id` = 106)
I, [2019-04-02T18:28:04.200074 #38284]  INFO -- : (0.003138s) SELECT * FROM `tasks` WHERE (`id` = 106) LIMIT 1
I, [2019-04-02T18:28:04.481345 #38284]  INFO -- : (0.007178s) UPDATE `tasks` SET `title` = 'In which gems of two, does the word ''convert'' occur more frequently in the ''variables''?', `answer` = 'gli', `our` = 'gli', `left` = 'gli', `right` = 'greensock-rails', `timestamp` = '2019-04-02 18:28:04.115929', `session_id` = 607 WHERE (`id` = 106)
I, [2019-04-02T18:28:04.481922 #38284]  INFO -- : (0.000322s) SELECT * FROM `tasks` WHERE (`id` = 106) LIMIT 1
I, [2019-04-02T18:28:06.656893 #38284]  INFO -- : (0.006672s) INSERT INTO `tasks` (`id`, `title`, `answer`, `our`, `left`, `right`, `timestamp`, `session_id`) VALUES (NULL, 'In which gems of two, does the word ''capistrano'' occur more frequently in the ''variables''?', NULL, NULL, 'capistrano-unicorn', 'strongbox', '2019-04-02 18:28:06.642296', 607)
I, [2019-04-02T18:28:06.712909 #38284]  INFO -- : (0.002280s) UPDATE `tasks` SET `title` = 'In which gems of two, does the word ''capistrano'' occur more frequently in the ''variables''?', `answer` = NULL, `our` = 'capistrano-unicorn', `left` = 'capistrano-unicorn', `right` = 'strongbox', `timestamp` = '2019-04-02 18:28:06.642296', `session_id` = 607 WHERE (`id` = 107)
I, [2019-04-02T18:28:06.713215 #38284]  INFO -- : (0.000184s) SELECT * FROM `tasks` WHERE (`id` = 107) LIMIT 1
I, [2019-04-02T18:28:06.996469 #38284]  INFO -- : (0.000900s) UPDATE `tasks` SET `title` = 'In which gems of two, does the word ''capistrano'' occur more frequently in the ''variables''?', `answer` = 'capistrano-unicorn', `our` = 'capistrano-unicorn', `left` = 'capistrano-unicorn', `right` = 'strongbox', `timestamp` = '2019-04-02 18:28:06.642296', `session_id` = 607 WHERE (`id` = 107)
I, [2019-04-02T18:28:06.996781 #38284]  INFO -- : (0.000180s) SELECT * FROM `tasks` WHERE (`id` = 107) LIMIT 1
I, [2019-04-02T18:28:09.182947 #38284]  INFO -- : (0.006673s) INSERT INTO `tasks` (`id`, `title`, `answer`, `our`, `left`, `right`, `timestamp`, `session_id`) VALUES (NULL, 'In which gems of two, does the word ''all'' occur more frequently in the ''variables''?', NULL, NULL, 'guard', 'evernote-thrift', '2019-04-02 18:28:09.164711', 607)
I, [2019-04-02T18:28:09.241205 #38284]  INFO -- : (0.002476s) UPDATE `tasks` SET `title` = 'In which gems of two, does the word ''all'' occur more frequently in the ''variables''?', `answer` = NULL, `our` = 'guard', `left` = 'guard', `right` = 'evernote-thrift', `timestamp` = '2019-04-02 18:28:09.164711', `session_id` = 607 WHERE (`id` = 108)
I, [2019-04-02T18:28:09.241511 #38284]  INFO -- : (0.000175s) SELECT * FROM `tasks` WHERE (`id` = 108) LIMIT 1
I, [2019-04-02T18:28:09.513262 #38284]  INFO -- : (0.003277s) UPDATE `tasks` SET `title` = 'In which gems of two, does the word ''all'' occur more frequently in the ''variables''?', `answer` = 'guard', `our` = 'guard', `left` = 'guard', `right` = 'evernote-thrift', `timestamp` = '2019-04-02 18:28:09.164711', `session_id` = 607 WHERE (`id` = 108)
I, [2019-04-02T18:28:09.513665 #38284]  INFO -- : (0.000219s) SELECT * FROM `tasks` WHERE (`id` = 108) LIMIT 1
I, [2019-04-02T18:28:11.682833 #38284]  INFO -- : (0.006628s) INSERT INTO `tasks` (`id`, `title`, `answer`, `our`, `left`, `right`, `timestamp`, `session_id`) VALUES (NULL, 'In which gems of two, does the word ''couch'' occur more frequently in the ''variables''?', NULL, NULL, 'logstash-input-couchdb_changes', 'sensu-dashboard', '2019-04-02 18:28:11.668464', 607)
I, [2019-04-02T18:28:11.739685 #38284]  INFO -- : (0.002669s) UPDATE `tasks` SET `title` = 'In which gems of two, does the word ''couch'' occur more frequently in the ''variables''?', `answer` = NULL, `our` = 'logstash-input-couchdb_changes', `left` = 'logstash-input-couchdb_changes', `right` = 'sensu-dashboard', `timestamp` = '2019-04-02 18:28:11.668464', `session_id` = 607 WHERE (`id` = 109)
I, [2019-04-02T18:28:11.739976 #38284]  INFO -- : (0.000168s) SELECT * FROM `tasks` WHERE (`id` = 109) LIMIT 1
I, [2019-04-02T18:28:12.021937 #38284]  INFO -- : (0.006962s) UPDATE `tasks` SET `title` = 'In which gems of two, does the word ''couch'' occur more frequently in the ''variables''?', `answer` = 'logstash-input-couchdb_changes', `our` = 'logstash-input-couchdb_changes', `left` = 'logstash-input-couchdb_changes', `right` = 'sensu-dashboard', `timestamp` = '2019-04-02 18:28:11.668464', `session_id` = 607 WHERE (`id` = 109)
I, [2019-04-02T18:28:12.022441 #38284]  INFO -- : (0.000279s) SELECT * FROM `tasks` WHERE (`id` = 109) LIMIT 1
I, [2019-04-02T18:28:14.213461 #38284]  INFO -- : (0.006731s) INSERT INTO `tasks` (`id`, `title`, `answer`, `our`, `left`, `right`, `timestamp`, `session_id`) VALUES (NULL, 'In which gems of two, does the word ''correct'' occur more frequently in the ''variables''?', NULL, NULL, 'rails_event_store_active_record', 'capistrano-upload-config', '2019-04-02 18:28:14.195395', 607)
I, [2019-04-02T18:28:14.277178 #38284]  INFO -- : (0.003039s) UPDATE `tasks` SET `title` = 'In which gems of two, does the word ''correct'' occur more frequently in the ''variables''?', `answer` = NULL, `our` = 'rails_event_store_active_record', `left` = 'rails_event_store_active_record', `right` = 'capistrano-upload-config', `timestamp` = '2019-04-02 18:28:14.195395', `session_id` = 607 WHERE (`id` = 110)
